Factura;Fecha;Zona;Ciudad;Vendedor;Producto;Color;Cantidad;V. unitario;V. total
176;9/05/2021;Centro;Bucaramanga;Sonia;Falda;Gris;47;65000;3055000
176;10/05/2021;Sur;Cartagena;Fernanda;Falda;Rojo;3;65000;195000
176;11/05/2021;Norte;Medellín;Sonia;Chaqueta;Azul;21;130000;2730000
176;12/05/2021;Centro;Cali;Claudia;Falda;Negro;16;65000;1040000
177;14/05/2021;Sur;Bucaramanga;Claudia;Falda;Blanco;29;65000;1885000
177;15/05/2021;Norte;Cali;Fernanda;Buzo;Negro;42;52000;2184000
178;15/05/2021;Centro;Medellín;Fernanda;Falda;Rojo;18;65000;1170000
178;17/05/2021;Sur;Cartagena;Sonia;Buzo;Blanco;28;52000;1456000
179;17/05/2021;Centro;Medellín;Claudia;Camisa;Negro;33;45000;1485000
180;17/05/2021;Centro;Bogotá;Sonia;Zapatos;Fucsia;33;84000;2772000
181;17/05/2021;Sur;Cali;Sonia;Zapatos;Fucsia;38;84000;3192000
181;18/05/2021;Norte;Cartagena;Fernanda;Pantalón;Verde;34;60000;2040000
182;18/05/2021;Norte;Barranquilla;Claudia;Pantalón;Rojo;16;60000;960000
182;18/05/2021;Centro;Barranquilla;Fernanda;Buzo;Verde;1;52000;52000
182;18/05/2021;Norte;Bogotá;Fernanda;Camisa;Negro;40;45000;1800000
183;19/05/2021;Sur;Cartagena;Claudia;Camisa;Fucsia;7;45000;315000
183;20/05/2021;Sur;Medellín;Fernanda;Chaqueta;Amarillo;38;130000;4940000
183;20/05/2021;Centro;Bucaramanga;Erika;Chaqueta;Verde;36;130000;4680000
183;20/05/2021;Centro;Bogotá;Sonia;Pantalón;Rojo;43;60000;2580000
183;20/05/2021;Centro;Cartagena;Sonia;Camisa;Azul;48;45000;2160000
183;20/05/2021;Centro;Bucaramanga;Erika;Falda;Blanco;16;65000;1040000
183;21/05/2021;Centro;Cali;Fernanda;Pantalón;Fucsia;11;60000;660000
184;21/05/2021;Norte;Medellín;Claudia;Camisa;Amarillo;22;45000;990000
185;23/05/2021;Norte;Cartagena;Claudia;Falda;Amarillo;37;65000;2405000
186;23/05/2021;Norte;Medellín;Fernanda;Chaqueta;Verde;30;130000;3900000
186;23/05/2021;Centro;Cartagena;Erika;Pantalón;Amarillo;39;60000;2340000
186;23/05/2021;Sur;Bogotá;Claudia;Zapatos;Blanco;7;84000;588000
186;24/05/2021;Sur;Bogotá;Claudia;Chaqueta;Fucsia;12;130000;1560000
186;24/05/2021;Norte;Medellín;Sonia;Chaqueta;Azul;35;130000;4550000
186;24/05/2021;Norte;Cali;Claudia;Chaqueta;Fucsia;2;130000;260000
187;25/05/2021;Centro;Bogotá;Sonia;Falda;Fucsia;6;65000;390000
188;25/05/2021;Centro;Bogotá;Sonia;Falda;Verde;43;65000;2795000
188;26/05/2021;Centro;Bucaramanga;Fernanda;Zapatos;Gris;13;84000;1092000
189;26/05/2021;Centro;Medellín;Claudia;Buzo;Gris;37;52000;1924000
190;27/05/2021;Sur;Bogotá;Claudia;Buzo;Fucsia;17;52000;884000
191;27/05/2021;Centro;Barranquilla;Claudia;Camisa;Negro;3;45000;135000
191;27/05/2021;Centro;Barranquilla;Sonia;Zapatos;Negro;36;84000;3024000
192;27/05/2021;Sur;Barranquilla;Sonia;Camisa;Rojo;29;45000;1305000
193;27/05/2021;Centro;Cartagena;Erika;Falda;Negro;37;65000;2405000
194;27/05/2021;Centro;Barranquilla;Fernanda;Pantalón;Fucsia;35;60000;2100000
194;28/05/2021;Sur;Bogotá;Sonia;Camisa;Rojo;24;45000;1080000
194;28/05/2021;Centro;Bucaramanga;Claudia;Chaqueta;Negro;3;130000;390000
195;29/05/2021;Centro;Cali;Erika;Chaqueta;Blanco;44;130000;5720000
196;30/05/2021;Centro;Bucaramanga;Claudia;Buzo;Azul;44;52000;2288000
196;30/05/2021;Sur;Bogotá;Fernanda;Chaqueta;Rojo;12;130000;1560000
196;30/05/2021;Centro;Cali;Claudia;Camisa;Negro;14;45000;630000
196;31/05/2021;Sur;Cartagena;Claudia;Buzo;Fucsia;7;52000;364000
197;31/05/2021;Sur;Bogotá;Erika;Camisa;Blanco;45;45000;2025000
198;1/06/2021;Sur;Bucaramanga;Claudia;Camisa;Fucsia;18;45000;810000
199;2/06/2021;Sur;Barranquilla;Sonia;Pantalón;Amarillo;44;60000;2640000
200;2/06/2021;Centro;Barranquilla;Sonia;Chaqueta;Rojo;41;130000;5330000
201;3/06/2021;Norte;Cali;Sonia;Zapatos;Amarillo;9;84000;756000
201;3/06/2021;Sur;Bucaramanga;Erika;Camisa;Blanco;3;45000;135000
202;3/06/2021;Norte;Barranquilla;Erika;Chaqueta;Negro;18;130000;2340000
203;4/06/2021;Sur;Medellín;Erika;Zapatos;Negro;27;84000;2268000
203;5/06/2021;Sur;Medellín;Claudia;Falda;Gris;6;65000;390000
203;5/06/2021;Sur;Cartagena;Fernanda;Zapatos;Azul;37;84000;3108000
203;5/06/2021;Centro;Bogotá;Fernanda;Chaqueta;Rojo;43;130000;5590000
203;5/06/2021;Norte;Bogotá;Erika;Zapatos;Blanco;25;84000;2100000
203;6/06/2021;Norte;Medellín;Fernanda;Pantalón;Gris;4;60000;240000
203;6/06/2021;Centro;Cali;Erika;Camisa;Rojo;13;45000;585000
203;7/06/2021;Sur;Cartagena;Claudia;Buzo;Gris;44;52000;2288000
204;7/06/2021;Centro;Bucaramanga;Erika;Chaqueta;Azul;29;130000;3770000
204;7/06/2021;Norte;Bogotá;Claudia;Camisa;Blanco;11;45000;495000
204;8/06/2021;Centro;Bogotá;Fernanda;Pantalón;Amarillo;36;60000;2160000
205;9/06/2021;Centro;Medellín;Erika;Zapatos;Azul;37;84000;3108000
206;9/06/2021;Centro;Bucaramanga;Fernanda;Buzo;Fucsia;7;52000;364000
206;10/06/2021;Sur;Medellín;Claudia;Chaqueta;Amarillo;48;130000;6240000
206;10/06/2021;Centro;Cali;Erika;Zapatos;Verde;49;84000;4116000
207;11/06/2021;Norte;Cali;Claudia;Chaqueta;Verde;17;130000;2210000
208;11/06/2021;Norte;Medellín;Fernanda;Chaqueta;Blanco;50;130000;6500000
208;11/06/2021;Norte;Bucaramanga;Fernanda;Pantalón;Blanco;12;60000;720000
208;12/06/2021;Norte;Cartagena;Claudia;Chaqueta;Fucsia;33;130000;4290000
208;12/06/2021;Centro;Bucaramanga;Sonia;Falda;Fucsia;1;65000;65000
209;12/06/2021;Sur;Barranquilla;Erika;Camisa;Verde;19;45000;855000
210;12/06/2021;Sur;Cartagena;Erika;Chaqueta;Gris;33;130000;4290000
210;12/06/2021;Sur;Bucaramanga;Fernanda;Buzo;Amarillo;20;52000;1040000
210;12/06/2021;Centro;Cali;Fernanda;Pantalón;Rojo;35;60000;2100000
211;13/06/2021;Sur;Cali;Claudia;Zapatos;Rojo;1;84000;84000
212;13/06/2021;Centro;Barranquilla;Fernanda;Chaqueta;Negro;43;130000;5590000
212;14/06/2021;Sur;Bucaramanga;Fernanda;Pantalón;Fucsia;49;60000;2940000
213;15/06/2021;Norte;Bogotá;Sonia;Camisa;Gris;35;45000;1575000
213;15/06/2021;Norte;Barranquilla;Sonia;Buzo;Amarillo;29;52000;1508000
213;17/06/2021;Norte;Medellín;Claudia;Camisa;Negro;50;45000;2250000
213;17/06/2021;Centro;Cartagena;Erika;Chaqueta;Verde;48;130000;6240000
214;17/06/2021;Centro;Bucaramanga;Sonia;Camisa;Azul;10;45000;450000
214;17/06/2021;Sur;Medellín;Claudia;Zapatos;Azul;13;84000;1092000
214;17/06/2021;Sur;Medellín;Erika;Zapatos;Rojo;7;84000;588000
214;18/06/2021;Centro;Bucaramanga;Erika;Chaqueta;Amarillo;39;130000;5070000
215;18/06/2021;Centro;Cali;Claudia;Zapatos;Negro;2;84000;168000
216;19/06/2021;Norte;Barranquilla;Claudia;Camisa;Blanco;7;45000;315000
216;20/06/2021;Centro;Bogotá;Fernanda;Zapatos;Blanco;33;84000;2772000
216;20/06/2021;Sur;Cali;Claudia;Zapatos;Gris;29;84000;2436000
216;20/06/2021;Sur;Medellín;Erika;Camisa;Gris;18;45000;810000
216;20/06/2021;Sur;Medellín;Erika;Buzo;Amarillo;7;52000;364000
217;20/06/2021;Norte;Bogotá;Fernanda;Zapatos;Azul;37;84000;3108000
218;21/06/2021;Sur;Cali;Fernanda;Zapatos;Azul;27;84000;2268000
218;22/06/2021;Sur;Bogotá;Sonia;Zapatos;Rojo;9;84000;756000
219;22/06/2021;Norte;Barranquilla;Claudia;Camisa;Fucsia;28;45000;1260000
219;22/06/2021;Centro;Medellín;Claudia;Pantalón;Negro;16;60000;960000
219;23/06/2021;Sur;Cali;Sonia;Zapatos;Amarillo;25;84000;2100000
219;23/06/2021;Centro;Cartagena;Sonia;Falda;Fucsia;6;65000;390000
219;23/06/2021;Norte;Cartagena;Fernanda;Pantalón;Negro;9;60000;540000
219;23/06/2021;Centro;Bucaramanga;Fernanda;Falda;Blanco;49;65000;3185000
219;23/06/2021;Norte;Barranquilla;Erika;Buzo;Amarillo;42;52000;2184000
220;24/06/2021;Norte;Medellín;Fernanda;Falda;Amarillo;49;65000;3185000
221;24/06/2021;Sur;Bogotá;Claudia;Pantalón;Azul;24;60000;1440000
222;24/06/2021;Centro;Cali;Fernanda;Zapatos;Fucsia;12;84000;1008000
222;25/06/2021;Norte;Bucaramanga;Claudia;Chaqueta;Verde;19;130000;2470000
223;25/06/2021;Norte;Medellín;Erika;Pantalón;Amarillo;36;60000;2160000
223;26/06/2021;Centro;Medellín;Fernanda;Camisa;Gris;23;45000;1035000
223;26/06/2021;Sur;Medellín;Erika;Pantalón;Amarillo;23;60000;1380000
223;27/06/2021;Norte;Cali;Sonia;Falda;Verde;16;65000;1040000
224;28/06/2021;Centro;Medellín;Erika;Camisa;Azul;45;45000;2025000
225;29/06/2021;Norte;Cali;Erika;Camisa;Fucsia;21;45000;945000
225;29/06/2021;Centro;Bogotá;Fernanda;Chaqueta;Verde;7;130000;910000
226;29/06/2021;Sur;Bogotá;Claudia;Zapatos;Verde;23;84000;1932000
227;30/06/2021;Norte;Cartagena;Sonia;Zapatos;Gris;2;84000;168000
227;30/06/2021;Norte;Medellín;Fernanda;Falda;Negro;43;65000;2795000
228;30/06/2021;Centro;Barranquilla;Claudia;Zapatos;Amarillo;30;84000;2520000
228;30/06/2021;Norte;Bucaramanga;Fernanda;Falda;Negro;14;65000;910000
229;1/07/2021;Centro;Barranquilla;Erika;Pantalón;Amarillo;16;60000;960000
229;1/07/2021;Centro;Cali;Erika;Buzo;Rojo;31;52000;1612000
230;1/07/2021;Sur;Bogotá;Claudia;Camisa;Blanco;4;45000;180000
230;1/07/2021;Sur;Cali;Fernanda;Chaqueta;Gris;23;130000;2990000
230;2/07/2021;Sur;Cali;Erika;Falda;Fucsia;31;65000;2015000
231;3/07/2021;Norte;Bogotá;Sonia;Zapatos;Rojo;9;84000;756000
231;3/07/2021;Centro;Bogotá;Sonia;Camisa;Negro;35;45000;1575000
232;3/07/2021;Sur;Barranquilla;Claudia;Pantalón;Fucsia;3;60000;180000
233;3/07/2021;Centro;Medellín;Claudia;Pantalón;Rojo;9;60000;540000
233;4/07/2021;Centro;Cartagena;Claudia;Chaqueta;Amarillo;13;130000;1690000
234;4/07/2021;Centro;Cali;Fernanda;Buzo;Verde;15;52000;780000
234;4/07/2021;Centro;Medellín;Claudia;Buzo;Rojo;24;52000;1248000
235;4/07/2021;Centro;Cartagena;Sonia;Falda;Rojo;36;65000;2340000
236;5/07/2021;Sur;Barranquilla;Claudia;Chaqueta;Amarillo;1;130000;130000
237;5/07/2021;Sur;Bucaramanga;Sonia;Falda;Fucsia;14;65000;910000
238;5/07/2021;Centro;Barranquilla;Erika;Zapatos;Azul;25;84000;2100000
239;5/07/2021;Sur;Bucaramanga;Claudia;Buzo;Verde;32;52000;1664000
240;6/07/2021;Sur;Cartagena;Sonia;Zapatos;Amarillo;8;84000;672000
240;7/07/2021;Sur;Cali;Fernanda;Camisa;Fucsia;2;45000;90000
240;7/07/2021;Sur;Medellín;Sonia;Camisa;Rojo;32;45000;1440000
240;7/07/2021;Centro;Cali;Fernanda;Buzo;Amarillo;24;52000;1248000
241;8/07/2021;Norte;Medellín;Erika;Pantalón;Gris;12;60000;720000
242;9/07/2021;Sur;Bucaramanga;Sonia;Zapatos;Blanco;20;84000;1680000
243;10/07/2021;Sur;Bucaramanga;Sonia;Buzo;Blanco;38;52000;1976000
244;10/07/2021;Sur;Cartagena;Claudia;Zapatos;Fucsia;4;84000;336000
245;10/07/2021;Sur;Barranquilla;Claudia;Zapatos;Blanco;7;84000;588000
245;11/07/2021;Centro;Barranquilla;Erika;Pantalón;Rojo;46;60000;2760000
245;11/07/2021;Sur;Bogotá;Fernanda;Camisa;Azul;19;45000;855000
246;12/07/2021;Norte;Cali;Fernanda;Zapatos;Rojo;1;84000;84000
246;12/07/2021;Centro;Medellín;Claudia;Camisa;Gris;28;45000;1260000
247;12/07/2021;Norte;Bucaramanga;Fernanda;Zapatos;Azul;9;84000;756000
247;13/07/2021;Sur;Cali;Sonia;Camisa;Verde;4;45000;180000
248;13/07/2021;Norte;Bucaramanga;Claudia;Pantalón;Azul;50;60000;3000000
248;13/07/2021;Norte;Cartagena;Fernanda;Zapatos;Negro;43;84000;3612000
249;13/07/2021;Sur;Bucaramanga;Sonia;Pantalón;Gris;3;60000;180000
249;13/07/2021;Centro;Cali;Fernanda;Camisa;Fucsia;10;45000;450000
249;14/07/2021;Centro;Barranquilla;Sonia;Buzo;Amarillo;37;52000;1924000
249;14/07/2021;Sur;Barranquilla;Sonia;Falda;Fucsia;9;65000;585000
250;14/07/2021;Centro;Barranquilla;Sonia;Pantalón;Blanco;34;60000;2040000
250;14/07/2021;Norte;Cali;Erika;Buzo;Fucsia;43;52000;2236000
251;15/07/2021;Norte;Bogotá;Claudia;Falda;Azul;18;65000;1170000
252;15/07/2021;Sur;Cali;Sonia;Camisa;Gris;24;45000;1080000
252;15/07/2021;Sur;Barranquilla;Sonia;Camisa;Blanco;13;45000;585000
252;15/07/2021;Sur;Cali;Erika;Falda;Fucsia;4;65000;260000
252;15/07/2021;Centro;Bogotá;Fernanda;Pantalón;Amarillo;17;60000;1020000
253;16/07/2021;Norte;Bucaramanga;Claudia;Chaqueta;Blanco;12;130000;1560000
254;17/07/2021;Norte;Medellín;Fernanda;Zapatos;Rojo;24;84000;2016000
255;17/07/2021;Centro;Bucaramanga;Sonia;Chaqueta;Gris;19;130000;2470000
255;17/07/2021;Sur;Medellín;Sonia;Camisa;Negro;25;45000;1125000
256;18/07/2021;Sur;Barranquilla;Fernanda;Camisa;Rojo;37;45000;1665000
256;18/07/2021;Centro;Medellín;Claudia;Falda;Amarillo;18;65000;1170000
257;18/07/2021;Norte;Cartagena;Erika;Falda;Blanco;24;65000;1560000
258;19/07/2021;Centro;Barranquilla;Sonia;Chaqueta;Verde;37;130000;4810000
259;19/07/2021;Sur;Bucaramanga;Claudia;Camisa;Gris;6;45000;270000
260;19/07/2021;Norte;Medellín;Fernanda;Chaqueta;Fucsia;20;130000;2600000
261;19/07/2021;Centro;Medellín;Claudia;Chaqueta;Rojo;35;130000;4550000
262;19/07/2021;Norte;Cali;Claudia;Camisa;Fucsia;39;45000;1755000
262;19/07/2021;Norte;Bogotá;Claudia;Chaqueta;Negro;44;130000;5720000
263;20/07/2021;Norte;Cartagena;Claudia;Zapatos;Amarillo;24;84000;2016000
263;20/07/2021;Norte;Barranquilla;Erika;Buzo;Verde;12;52000;624000
264;20/07/2021;Norte;Cali;Sonia;Pantalón;Azul;38;60000;2280000
265;21/07/2021;Norte;Cartagena;Claudia;Chaqueta;Azul;32;130000;4160000
265;23/07/2021;Centro;Cartagena;Erika;Buzo;Gris;2;52000;104000
265;23/07/2021;Centro;Medellín;Sonia;Falda;Negro;17;65000;1105000
266;23/07/2021;Sur;Cali;Sonia;Falda;Fucsia;34;65000;2210000
266;25/07/2021;Centro;Cali;Fernanda;Camisa;Rojo;5;45000;225000
267;25/07/2021;Sur;Bucaramanga;Sonia;Zapatos;Amarillo;10;84000;840000
267;26/07/2021;Sur;Bogotá;Erika;Buzo;Verde;7;52000;364000
267;26/07/2021;Sur;Cartagena;Sonia;Buzo;Verde;6;52000;312000
268;27/07/2021;Centro;Medellín;Sonia;Pantalón;Gris;11;60000;660000
269;27/07/2021;Norte;Cartagena;Erika;Chaqueta;Fucsia;21;130000;2730000
269;27/07/2021;Centro;Bucaramanga;Claudia;Buzo;Verde;33;52000;1716000
269;28/07/2021;Sur;Bucaramanga;Erika;Pantalón;Amarillo;42;60000;2520000
270;28/07/2021;Sur;Cartagena;Claudia;Falda;Gris;49;65000;3185000
271;29/07/2021;Centro;Cali;Sonia;Zapatos;Blanco;28;84000;2352000
272;29/07/2021;Sur;Barranquilla;Fernanda;Buzo;Gris;11;52000;572000
273;30/07/2021;Centro;Bucaramanga;Sonia;Pantalón;Verde;34;60000;2040000
273;30/07/2021;Centro;Bucaramanga;Fernanda;Zapatos;Fucsia;40;84000;3360000
273;30/07/2021;Centro;Cartagena;Erika;Camisa;Azul;11;45000;495000
274;31/07/2021;Sur;Medellín;Erika;Pantalón;Fucsia;37;60000;2220000
275;1/08/2021;Sur;Bogotá;Fernanda;Chaqueta;Gris;22;130000;2860000
276;1/08/2021;Sur;Bogotá;Fernanda;Chaqueta;Blanco;45;130000;5850000
276;2/08/2021;Sur;Cali;Sonia;Falda;Blanco;10;65000;650000
277;2/08/2021;Sur;Bogotá;Sonia;Chaqueta;Negro;10;130000;1300000
277;3/08/2021;Norte;Cali;Fernanda;Falda;Blanco;22;65000;1430000
278;3/08/2021;Norte;Bucaramanga;Fernanda;Buzo;Negro;34;52000;1768000
279;3/08/2021;Centro;Cartagena;Fernanda;Buzo;Gris;39;52000;2028000
280;3/08/2021;Centro;Barranquilla;Erika;Pantalón;Fucsia;14;60000;840000
281;4/08/2021;Centro;Bucaramanga;Sonia;Pantalón;Rojo;34;60000;2040000
282;4/08/2021;Sur;Medellín;Erika;Chaqueta;Gris;47;130000;6110000
282;5/08/2021;Norte;Bucaramanga;Sonia;Pantalón;Negro;13;60000;780000
283;5/08/2021;Norte;Bucaramanga;Erika;Zapatos;Fucsia;39;84000;3276000
284;5/08/2021;Sur;Bucaramanga;Erika;Zapatos;Negro;38;84000;3192000
285;5/08/2021;Sur;Medellín;Erika;Buzo;Gris;48;52000;2496000
285;6/08/2021;Centro;Barranquilla;Sonia;Camisa;Verde;46;45000;2070000
285;7/08/2021;Norte;Bucaramanga;Sonia;Camisa;Amarillo;25;45000;1125000
285;7/08/2021;Sur;Cartagena;Sonia;Falda;Rojo;43;65000;2795000
285;8/08/2021;Sur;Cartagena;Sonia;Buzo;Rojo;49;52000;2548000
286;8/08/2021;Norte;Medellín;Fernanda;Falda;Gris;6;65000;390000
287;8/08/2021;Sur;Bucaramanga;Erika;Falda;Amarillo;5;65000;325000
287;8/08/2021;Centro;Barranquilla;Sonia;Camisa;Rojo;23;45000;1035000
288;8/08/2021;Sur;Barranquilla;Erika;Camisa;Verde;43;45000;1935000
289;9/08/2021;Norte;Cali;Claudia;Pantalón;Negro;10;60000;600000
290;9/08/2021;Sur;Bucaramanga;Sonia;Camisa;Azul;3;45000;135000
291;9/08/2021;Centro;Cartagena;Erika;Chaqueta;Gris;33;130000;4290000
291;9/08/2021;Norte;Cali;Sonia;Zapatos;Rojo;27;84000;2268000
292;9/08/2021;Centro;Cartagena;Fernanda;Chaqueta;Negro;8;130000;1040000
292;9/08/2021;Centro;Medellín;Fernanda;Camisa;Verde;1;45000;45000
292;10/08/2021;Sur;Cartagena;Fernanda;Falda;Fucsia;44;65000;2860000
292;10/08/2021;Centro;Medellín;Claudia;Camisa;Azul;15;45000;675000
293;12/08/2021;Centro;Cartagena;Erika;Chaqueta;Gris;33;130000;4290000
294;13/08/2021;Norte;Cartagena;Sonia;Zapatos;Blanco;2;84000;168000
294;14/08/2021;Centro;Cartagena;Claudia;Pantalón;Rojo;2;60000;120000
294;14/08/2021;Centro;Cartagena;Sonia;Falda;Verde;36;65000;2340000
295;15/08/2021;Norte;Barranquilla;Claudia;Buzo;Azul;31;52000;1612000
296;15/08/2021;Sur;Bogotá;Fernanda;Falda;Amarillo;49;65000;3185000
297;15/08/2021;Norte;Barranquilla;Fernanda;Falda;Gris;9;65000;585000
298;16/08/2021;Sur;Medellín;Erika;Zapatos;Blanco;45;84000;3780000
298;16/08/2021;Centro;Cali;Sonia;Pantalón;Fucsia;38;60000;2280000
299;16/08/2021;Centro;Medellín;Erika;Zapatos;Gris;25;84000;2100000
300;16/08/2021;Sur;Cali;Sonia;Pantalón;Verde;42;60000;2520000
301;19/08/2021;Centro;Cali;Claudia;Chaqueta;Gris;42;130000;5460000
302;19/08/2021;Sur;Cartagena;Erika;Zapatos;Verde;48;84000;4032000
302;19/08/2021;Norte;Cartagena;Erika;Chaqueta;Verde;30;130000;3900000
302;19/08/2021;Norte;Bucaramanga;Sonia;Chaqueta;Blanco;41;130000;5330000
303;19/08/2021;Centro;Barranquilla;Erika;Pantalón;Azul;43;60000;2580000
303;20/08/2021;Centro;Medellín;Fernanda;Chaqueta;Blanco;22;130000;2860000
303;21/08/2021;Norte;Cali;Fernanda;Camisa;Negro;43;45000;1935000
303;21/08/2021;Sur;Barranquilla;Fernanda;Buzo;Azul;37;52000;1924000
304;21/08/2021;Sur;Cartagena;Erika;Zapatos;Gris;13;84000;1092000
304;22/08/2021;Norte;Cartagena;Erika;Camisa;Blanco;32;45000;1440000
305;22/08/2021;Norte;Cali;Sonia;Pantalón;Negro;48;60000;2880000
306;22/08/2021;Norte;Bucaramanga;Claudia;Zapatos;Gris;42;84000;3528000
306;23/08/2021;Sur;Bucaramanga;Claudia;Zapatos;Rojo;31;84000;2604000
306;24/08/2021;Centro;Barranquilla;Erika;Buzo;Negro;32;52000;1664000
307;25/08/2021;Sur;Medellín;Fernanda;Zapatos;Gris;44;84000;3696000
308;25/08/2021;Norte;Bucaramanga;Fernanda;Camisa;Verde;47;45000;2115000
309;26/08/2021;Centro;Cartagena;Fernanda;Pantalón;Verde;27;60000;1620000
309;26/08/2021;Norte;Barranquilla;Erika;Chaqueta;Negro;44;130000;5720000
309;27/08/2021;Centro;Cali;Erika;Buzo;Negro;37;52000;1924000
310;27/08/2021;Sur;Cali;Claudia;Chaqueta;Negro;21;130000;2730000
311;27/08/2021;Norte;Cali;Erika;Chaqueta;Rojo;10;130000;1300000
312;27/08/2021;Sur;Barranquilla;Erika;Buzo;Fucsia;43;52000;2236000
312;28/08/2021;Sur;Cartagena;Sonia;Camisa;Blanco;39;45000;1755000
312;28/08/2021;Centro;Cartagena;Fernanda;Falda;Amarillo;19;65000;1235000
313;29/08/2021;Sur;Barranquilla;Erika;Camisa;Rojo;29;45000;1305000
314;29/08/2021;Sur;Barranquilla;Claudia;Falda;Amarillo;8;65000;520000
315;29/08/2021;Sur;Barranquilla;Claudia;Buzo;Rojo;36;52000;1872000
316;30/08/2021;Centro;Bucaramanga;Fernanda;Pantalón;Blanco;16;60000;960000
316;30/08/2021;Sur;Cali;Fernanda;Buzo;Negro;20;52000;1040000
316;30/08/2021;Norte;Cali;Erika;Buzo;Verde;4;52000;208000
316;31/08/2021;Sur;Bucaramanga;Erika;Falda;Negro;9;65000;585000
317;31/08/2021;Sur;Cartagena;Fernanda;Pantalón;Azul;6;60000;360000
318;31/08/2021;Centro;Cartagena;Fernanda;Buzo;Blanco;1;52000;52000
318;1/09/2021;Sur;Barranquilla;Claudia;Zapatos;Gris;29;84000;2436000
318;2/09/2021;Centro;Bucaramanga;Claudia;Pantalón;Fucsia;24;60000;1440000
318;2/09/2021;Norte;Cartagena;Fernanda;Falda;Gris;5;65000;325000
319;2/09/2021;Sur;Bucaramanga;Erika;Chaqueta;Negro;30;130000;3900000
320;2/09/2021;Centro;Bogotá;Erika;Zapatos;Blanco;16;84000;1344000
320;3/09/2021;Sur;Bogotá;Erika;Pantalón;Amarillo;46;60000;2760000
320;4/09/2021;Sur;Cartagena;Fernanda;Pantalón;Blanco;27;60000;1620000
320;4/09/2021;Sur;Cartagena;Sonia;Zapatos;Blanco;35;84000;2940000
321;5/09/2021;Centro;Bucaramanga;Sonia;Pantalón;Gris;13;60000;780000
321;6/09/2021;Norte;Cali;Claudia;Buzo;Gris;2;52000;104000
321;6/09/2021;Norte;Medellín;Claudia;Pantalón;Verde;46;60000;2760000
321;6/09/2021;Norte;Cali;Fernanda;Falda;Azul;19;65000;1235000
322;7/09/2021;Norte;Cali;Fernanda;Camisa;Negro;36;45000;1620000
322;7/09/2021;Norte;Medellín;Claudia;Camisa;Rojo;24;45000;1080000
322;8/09/2021;Centro;Medellín;Fernanda;Zapatos;Blanco;23;84000;1932000
323;8/09/2021;Centro;Bogotá;Claudia;Chaqueta;Negro;36;130000;4680000
323;8/09/2021;Sur;Barranquilla;Erika;Zapatos;Gris;10;84000;840000
324;9/09/2021;Centro;Bogotá;Erika;Pantalón;Fucsia;1;60000;60000
324;9/09/2021;Norte;Bucaramanga;Sonia;Pantalón;Fucsia;1;60000;60000
325;10/09/2021;Sur;Cartagena;Erika;Pantalón;Fucsia;7;60000;420000
325;10/09/2021;Sur;Cartagena;Fernanda;Zapatos;Verde;16;84000;1344000
325;10/09/2021;Centro;Barranquilla;Fernanda;Buzo;Fucsia;36;52000;1872000
325;10/09/2021;Centro;Cali;Sonia;Chaqueta;Rojo;10;130000;1300000
326;11/09/2021;Norte;Bogotá;Erika;Buzo;Verde;39;52000;2028000
326;11/09/2021;Centro;Medellín;Fernanda;Chaqueta;Azul;12;130000;1560000
326;11/09/2021;Sur;Cartagena;Claudia;Zapatos;Azul;44;84000;3696000
327;12/09/2021;Sur;Cartagena;Claudia;Pantalón;Negro;2;60000;120000
328;12/09/2021;Sur;Cali;Fernanda;Buzo;Fucsia;33;52000;1716000
329;13/09/2021;Sur;Cartagena;Claudia;Buzo;Rojo;40;52000;2080000
329;14/09/2021;Norte;Barranquilla;Erika;Falda;Rojo;28;65000;1820000
329;14/09/2021;Centro;Bucaramanga;Fernanda;Pantalón;Verde;33;60000;1980000
330;14/09/2021;Norte;Cali;Fernanda;Falda;Blanco;2;65000;130000
330;15/09/2021;Norte;Bogotá;Fernanda;Buzo;Azul;28;52000;1456000
331;15/09/2021;Sur;Cartagena;Claudia;Pantalón;Rojo;22;60000;1320000
332;17/09/2021;Centro;Bucaramanga;Sonia;Falda;Blanco;41;65000;2665000
333;17/09/2021;Norte;Cartagena;Fernanda;Camisa;Fucsia;44;45000;1980000
334;17/09/2021;Centro;Barranquilla;Fernanda;Pantalón;Negro;39;60000;2340000
335;17/09/2021;Centro;Medellín;Erika;Buzo;Verde;37;52000;1924000
336;17/09/2021;Centro;Bogotá;Erika;Falda;Negro;25;65000;1625000
337;17/09/2021;Centro;Cartagena;Sonia;Zapatos;Rojo;41;84000;3444000
338;17/09/2021;Centro;Bucaramanga;Claudia;Buzo;Blanco;39;52000;2028000
339;18/09/2021;Sur;Bucaramanga;Claudia;Buzo;Azul;1;52000;52000
339;18/09/2021;Sur;Cali;Erika;Zapatos;Gris;18;84000;1512000
340;18/09/2021;Norte;Cartagena;Sonia;Buzo;Fucsia;37;52000;1924000
341;18/09/2021;Centro;Medellín;Fernanda;Zapatos;Verde;20;84000;1680000
342;18/09/2021;Norte;Cali;Claudia;Camisa;Amarillo;25;45000;1125000
343;19/09/2021;Sur;Bogotá;Erika;Falda;Azul;32;65000;2080000
344;19/09/2021;Centro;Medellín;Erika;Chaqueta;Rojo;39;130000;5070000
344;19/09/2021;Sur;Medellín;Sonia;Buzo;Rojo;10;52000;520000
